"","Sex","Length","Diameter","Height","Whole.weight","Shucked.weight","Viscera.weight","Shell.weight","Rings","sex","maturity","percent.weight"
"1232","I",0.365,0.265,0.085,0.213,0.0945,0.049,0.06,7,"I","infant",1.575
"1233","I",0.37,0.29,0.09,0.2445,0.089,0.0655,0.075,7,"I","infant",1.18666666666667
"1234","I",0.37,0.28,0.085,0.217,0.1095,0.035,0.062,6,"I","infant",1.76612903225806
"1235","I",0.375,0.29,0.095,0.213,0.096,0.041,0.061,5,"I","infant",1.57377049180328
"1236","I",0.375,0.29,0.085,0.2385,0.118,0.045,0.0695,7,"I","infant",1.6978417266187
"1237","I",0.375,0.275,0.09,0.218,0.093,0.0405,0.0755,6,"I","infant",1.2317880794702
"1238","I",0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,6,"I","infant",1.41935483870968
"1239","I",0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,8,"I","infant",1.26923076923077
"1240","I",0.375,0.27,0.085,0.218,0.0945,0.039,0.07,7,"I","infant",1.35
"1241","I",0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,6,"I","infant",1.45695364238411
"1242","I",0.38,0.27,0.08,0.2105,0.0865,0.042,0.07,8,"I","infant",1.23571428571429
"1243","I",0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,9,"I","infant",1.48993288590604
"1244","I",0.385,0.28,0.085,0.2175,0.097,0.038,0.067,8,"I","infant",1.44776119402985
"1245","I",0.385,0.3,0.095,0.302,0.152,0.0615,0.0735,7,"I","infant",2.06802721088435
"1246","I",0.385,0.28,0.09,0.228,0.1025,0.042,0.0655,5,"I","infant",1.56488549618321
"1247","I",0.39,0.3,0.095,0.3265,0.1665,0.0575,0.089,7,"I","infant",1.87078651685393
"1248","I",0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,8,"I","infant",1.2010582010582
"1249","I",0.395,0.295,0.095,0.2725,0.115,0.0625,0.085,8,"I","infant",1.35294117647059
"1250","I",0.395,0.27,0.1,0.2985,0.1445,0.061,0.082,5,"I","infant",1.76219512195122
"1251","I",0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765,5,"I","infant",1.57516339869281
"1252","I",0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,6,"I","infant",1.68666666666667
"1253","I",0.41,0.335,0.11,0.33,0.157,0.0705,0.17,7,"I","infant",0.923529411764706
"1254","I",0.42,0.305,0.09,0.328,0.168,0.0615,0.082,6,"I","infant",2.04878048780488
"1255","I",0.425,0.325,0.11,0.3335,0.173,0.045,0.1,7,"I","infant",1.73
"1256","I",0.425,0.32,0.1,0.3055,0.126,0.06,0.106,7,"I","infant",1.18867924528302
"1257","I",0.425,0.31,0.09,0.301,0.1385,0.065,0.08,7,"I","infant",1.73125
"1258","I",0.43,0.34,0,0.428,0.2065,0.086,0.115,8,"I","infant",1.79565217391304
"1259","I",0.43,0.315,0.095,0.378,0.175,0.08,0.1045,8,"I","infant",1.67464114832536
"1260","I",0.435,0.315,0.11,0.3685,0.1615,0.0715,0.12,7,"I","infant",1.34583333333333
"1261","I",0.44,0.34,0.12,0.438,0.2115,0.083,0.12,9,"I","infant",1.7625
"1262","I",0.45,0.33,0.105,0.448,0.208,0.089,0.12,9,"I","infant",1.73333333333333
"1263","I",0.455,0.345,0.105,0.4005,0.164,0.0755,0.126,8,"I","infant",1.3015873015873
"1264","F",0.455,0.365,0.115,0.4305,0.184,0.108,0.1245,8,"F","mature",1.47791164658635
"1265","I",0.455,0.33,0.1,0.372,0.358,0.0775,0.11,8,"I","infant",3.25454545454545
"1266","I",0.46,0.36,0.105,0.466,0.2225,0.099,0.11,7,"I","infant",2.02272727272727
"1267","I",0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,9,"I","infant",1.38157894736842
"1268","F",0.46,0.365,0.125,0.4785,0.206,0.1045,0.141,8,"F","mature",1.46099290780142
"1269","I",0.465,0.34,0.11,0.346,0.1425,0.073,0.113,11,"I","infant",1.26106194690265
"1270","I",0.47,0.365,0.1,0.411,0.175,0.0855,0.135,8,"I","infant",1.2962962962963
"1271","I",0.47,0.355,0.18,0.48,0.2055,0.105,0.1505,8,"I","infant",1.36544850498339
"1272","I",0.47,0.355,0.12,0.393,0.167,0.0885,0.115,8,"I","infant",1.45217391304348
"1273","I",0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,8,"I","infant",1.81071428571429
"1274","I",0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,8,"I","infant",1.18604651162791
"1275","I",0.475,0.36,0.11,0.492,0.211,0.11,0.15,8,"I","infant",1.40666666666667
"1276","I",0.48,0.37,0.125,0.5435,0.244,0.101,0.165,9,"I","infant",1.47878787878788
"1277","I",0.48,0.355,0.115,0.4725,0.2065,0.112,0.132,8,"I","infant",1.56439393939394
"1278","I",0.48,0.365,0.1,0.461,0.2205,0.0835,0.135,8,"I","infant",1.63333333333333
"1279","I",0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,8,"I","infant",1.4314381270903
"1280","I",0.495,0.38,0.13,0.5125,0.2185,0.116,0.16,7,"I","infant",1.365625
"1281","M",0.495,0.395,0.12,0.553,0.224,0.1375,0.167,8,"M","mature",1.34131736526946
"1282","I",0.5,0.38,0.135,0.594,0.2945,0.104,0.1565,9,"I","infant",1.88178913738019
"1283","M",0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,9,"M","mature",1.46246973365617
"1284","I",0.5,0.375,0.145,0.5795,0.239,0.1375,0.185,9,"I","infant",1.29189189189189
"1285","I",0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,9,"I","infant",1.31887755102041
"1286","I",0.5,0.375,0.125,0.5695,0.259,0.124,0.157,7,"I","infant",1.64968152866242
"1287","I",0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195,9,"I","infant",1.5
"1288","I",0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,8,"I","infant",1.675
"1289","I",0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,7,"I","infant",1.44166666666667
"1290","I",0.505,0.395,0.105,0.551,0.248,0.103,0.171,8,"I","infant",1.45029239766082
"1291","I",0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,7,"I","infant",2.040625
"1292","I",0.515,0.42,0.135,0.711,0.337,0.144,0.205,13,"I","infant",1.64390243902439
"1293","I",0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,9,"I","infant",1.82857142857143
"1294","I",0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,10,"I","infant",1.29444444444444
"1295","I",0.52,0.395,0.125,0.663,0.3005,0.131,0.1905,9,"I","infant",1.57742782152231
"1296","I",0.525,0.4,0.125,0.6965,0.369,0.1385,0.164,9,"I","infant",2.25
"1297","M",0.525,0.42,0.155,0.842,0.428,0.1415,0.2045,9,"M","mature",2.09290953545232
"1298","I",0.53,0.415,0.13,0.694,0.3905,0.111,0.167,9,"I","infant",2.33832335329341
"1299","I",0.53,0.42,0.155,0.81,0.4725,0.111,0.192,10,"I","infant",2.4609375
"1300","I",0.53,0.415,0.11,0.5745,0.2525,0.1235,0.189,9,"I","infant",1.33597883597884
"1301","I",0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,9,"I","infant",1.9952380952381
"1302","I",0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,9,"I","infant",1.87987012987013
"1303","I",0.535,0.415,0.15,0.5765,0.3595,0.135,0.225,8,"I","infant",1.59777777777778
"1304","F",0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,9,"F","mature",1.6144578313253
"1305","M",0.535,0.435,0.15,0.717,0.3475,0.1445,0.194,9,"M","mature",1.79123711340206
"1306","F",0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175,10,"F","mature",1.98390804597701
"1307","I",0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229,9,"I","infant",1.39956331877729
"1308","I",0.545,0.435,0.135,0.7715,0.372,0.148,0.227,8,"I","infant",1.63876651982379
"1309","F",0.545,0.445,0.15,0.8,0.3535,0.163,0.207,9,"F","mature",1.70772946859903
"1310","I",0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,10,"I","infant",1.18664047151277
"1311","I",0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,8,"I","infant",1.45945945945946
"1312","I",0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,11,"I","infant",1.67937219730942
"1313","F",0.55,0.405,0.125,0.651,0.2965,0.137,0.2,9,"F","mature",1.4825
"1314","M",0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,9,"M","mature",1.66532258064516
"1315","I",0.55,0.435,0.14,0.7535,0.3285,0.1555,0.2325,10,"I","infant",1.41290322580645
"1316","I",0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,9,"I","infant",1.54651162790698
"1317","M",0.555,0.44,0.14,0.8705,0.407,0.156,0.255,9,"M","mature",1.59607843137255
"1318","I",0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,10,"I","infant",1.11964285714286
"1319","I",0.555,0.43,0.14,0.7665,0.341,0.165,0.23,9,"I","infant",1.48260869565217
"1320","I",0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,9,"I","infant",1.54888888888889
"1321","I",0.56,0.425,0.135,0.8205,0.3715,0.185,0.236,9,"I","infant",1.57415254237288
"1322","I",0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,9,"I","infant",1.42956120092379
"1323","F",0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695,10,"F","mature",2.06493506493506
"1324","I",0.56,0.455,0.145,0.974,0.547,0.1615,0.235,9,"I","infant",2.32765957446809
"1325","I",0.565,0.44,0.175,0.8735,0.414,0.21,0.21,11,"I","infant",1.97142857142857
"1326","F",0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,8,"F","mature",1.87333333333333
"1327","M",0.565,0.445,0.15,0.796,0.3635,0.184,0.219,8,"M","mature",1.65981735159817
"1328","M",0.565,0.39,0.125,0.744,0.352,0.13,0.1685,11,"M","mature",2.08902077151335
"1329","I",0.57,0.45,0.145,0.751,0.2825,0.2195,0.2215,10,"I","infant",1.27539503386005
"1330","I",0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,8,"I","infant",1.55714285714286
"1331","F",0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,9,"F","mature",1.49529190207156
"1332","M",0.57,0.435,0.17,0.873,0.382,0.183,0.2705,10,"M","mature",1.41219963031423
"1333","I",0.57,0.44,0.13,0.7665,0.347,0.1785,0.202,10,"I","infant",1.71782178217822
"1334","M",0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,9,"M","mature",1.39272727272727
"1335","F",0.575,0.42,0.135,0.857,0.461,0.147,0.2125,10,"F","mature",2.16941176470588
"1336","F",0.575,0.48,0.165,1.078,0.511,0.2095,0.306,9,"F","mature",1.66993464052288
"1337","M",0.575,0.46,0.155,0.892,0.4415,0.176,0.22,10,"M","mature",2.00681818181818
"1338","M",0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955,10,"M","mature",2.27241962774958
"1339","M",0.58,0.455,0.135,0.7955,0.405,0.167,0.204,10,"M","mature",1.98529411764706
"1340","F",0.58,0.445,0.15,0.858,0.4,0.156,0.253,8,"F","mature",1.58102766798419
"1341","M",0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,9,"M","mature",1.93829787234043
"1342","M",0.585,0.49,0.185,1.171,0.522,0.2535,0.335,10,"M","mature",1.55820895522388
"1343","I",0.585,0.475,0.16,1.0505,0.48,0.234,0.285,10,"I","infant",1.68421052631579
"1344","M",0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,10,"M","mature",2.12591240875912
"1345","M",0.585,0.47,0.165,1.409,0.8,0.229,0.295,10,"M","mature",2.71186440677966
"1346","M",0.585,0.475,0.15,1.065,0.5315,0.199,0.2885,10,"M","mature",1.842287694974
"1347","M",0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,8,"M","mature",1.41772151898734
"1348","I",0.59,0.445,0.135,0.7715,0.328,0.1745,0.23,9,"I","infant",1.42608695652174
"1349","M",0.59,0.47,0.18,1.187,0.5985,0.227,0.31,9,"M","mature",1.93064516129032
"1350","M",0.59,0.455,0.155,0.8855,0.388,0.188,0.275,10,"M","mature",1.41090909090909
"1351","F",0.595,0.465,0.15,0.98,0.4115,0.196,0.2255,10,"F","mature",1.82483370288248
"1352","F",0.595,0.465,0.155,1.026,0.4645,0.112,0.305,12,"F","mature",1.52295081967213
"1353","M",0.6,0.475,0.17,1.1315,0.508,0.272,0.309,10,"M","mature",1.64401294498382
"1354","M",0.6,0.48,0.155,1.014,0.451,0.1885,0.325,11,"M","mature",1.38769230769231
"1355","I",0.6,0.475,0.15,1.12,0.565,0.2465,0.27,10,"I","infant",2.09259259259259
"1356","F",0.6,0.465,0.155,1.04,0.4755,0.25,0.28,11,"F","mature",1.69821428571429
"1357","F",0.6,0.455,0.145,0.8895,0.419,0.1715,0.269,10,"F","mature",1.55762081784387
"1358","M",0.6,0.46,0.155,0.9595,0.4455,0.189,0.295,11,"M","mature",1.51016949152542
"1359","I",0.605,0.485,0.15,1.238,0.6315,0.226,0.33,11,"I","infant",1.91363636363636
"1360","M",0.605,0.49,0.14,0.9755,0.419,0.206,0.315,10,"M","mature",1.33015873015873
"1361","I",0.605,0.435,0.13,0.9025,0.432,0.174,0.26,11,"I","infant",1.66153846153846
"1362","F",0.605,0.475,0.175,1.076,0.463,0.2195,0.335,9,"F","mature",1.38208955223881
"1363","F",0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275,12,"F","mature",1.96545454545455
"1364","M",0.61,0.45,0.15,0.871,0.407,0.1835,0.25,10,"M","mature",1.628
"1365","M",0.61,0.48,0.165,1.244,0.6345,0.257,0.305,12,"M","mature",2.08032786885246
"1366","M",0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,10,"M","mature",1.4332784184514
"1367","I",0.61,0.465,0.15,0.9605,0.4495,0.1725,0.286,9,"I","infant",1.57167832167832
"1368","M",0.61,0.48,0.17,1.137,0.4565,0.29,0.347,10,"M","mature",1.31556195965418
"1369","M",0.61,0.46,0.16,1,0.494,0.197,0.275,10,"M","mature",1.79636363636364
"1370","F",0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,10,"F","mature",1.54576856649396
"1371","M",0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,10,"M","mature",1.31323529411765
"1372","M",0.615,0.5,0.17,1.054,0.4845,0.228,0.295,10,"M","mature",1.64237288135593
"1373","F",0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,12,"F","mature",1.6161449752883
"1374","M",0.615,0.475,0.17,1.129,0.4795,0.302,0.3,10,"M","mature",1.59833333333333
"1375","M",0.615,0.48,0.175,1.118,0.446,0.3195,0.3,9,"M","mature",1.48666666666667
"1376","F",0.615,0.475,0.155,1.115,0.484,0.2115,0.355,10,"F","mature",1.36338028169014
"1377","M",0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,10,"M","mature",1.46538461538462
"1378","M",0.62,0.495,0.18,1.2555,0.5765,0.254,0.355,12,"M","mature",1.62394366197183
"1379","F",0.62,0.5,0.15,1.293,0.596,0.3135,0.354,10,"F","mature",1.68361581920904
"1380","F",0.62,0.475,0.16,1.1295,0.463,0.2685,0.33,10,"F","mature",1.4030303030303
"1381","M",0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,9,"M","mature",1.57301587301587
"1382","F",0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,11,"F","mature",1.79802955665025
"1383","F",0.625,0.515,0.16,1.264,0.5715,0.326,0.321,9,"F","mature",1.7803738317757
"1384","F",0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185,12,"F","mature",1.8414442700157
"1385","F",0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,9,"F","mature",1.7231884057971
"1386","I",0.63,0.505,0.18,1.272,0.6025,0.295,0.315,11,"I","infant",1.91269841269841
"1387","M",0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,12,"M","mature",1.50520059435364
"1388","I",0.63,0.475,0.145,1.0605,0.5165,0.2195,0.28,10,"I","infant",1.84464285714286
"1389","M",0.63,0.495,0.16,1.093,0.497,0.221,0.315,12,"M","mature",1.57777777777778
"1390","M",0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,10,"M","mature",1.54558610709117
"1391","F",0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,9,"F","mature",1.80769230769231
"1392","F",0.635,0.495,0.175,1.211,0.707,0.2725,0.323,9,"F","mature",2.18885448916409
"1393","M",0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,10,"M","mature",1.42019099590723
"1394","M",0.635,0.51,0.155,0.986,0.405,0.2255,0.31,10,"M","mature",1.30645161290323
"1395","M",0.64,0.565,0.23,1.521,0.644,0.372,0.406,15,"M","mature",1.58620689655172
"1396","M",0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,10,"M","mature",1.19386503067485
"1397","M",0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,11,"M","mature",1.61159420289855
"1398","M",0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,10,"M","mature",1.65503355704698
"1399","M",0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,11,"M","mature",1.72369942196532
"1400","F",0.65,0.505,0.165,1.16,0.4785,0.274,0.349,11,"F","mature",1.37106017191977
"1401","F",0.65,0.59,0.22,1.662,0.77,0.378,0.435,11,"F","mature",1.77011494252874
"1402","M",0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,11,"M","mature",1.69506172839506
"1403","M",0.65,0.51,0.19,1.542,0.7155,0.3735,0.375,9,"M","mature",1.908
"1404","F",0.65,0.51,0.17,1.567,0.7245,0.349,0.391,10,"F","mature",1.85294117647059
"1405","F",0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,10,"F","mature",1.41530740276035
"1406","M",0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,13,"M","mature",1.58804347826087
"1407","F",0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,10,"F","mature",1.56657963446475
"1408","M",0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,10,"M","mature",1.75205479452055
"1409","F",0.66,0.495,0.21,1.548,0.724,0.3525,0.3925,10,"F","mature",1.84458598726115
"1410","F",0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,10,"F","mature",1.72027972027972
"1411","F",0.665,0.53,0.18,1.491,0.6345,0.342,0.435,10,"F","mature",1.45862068965517
"1412","F",0.67,0.53,0.225,1.5615,0.63,0.487,0.3725,11,"F","mature",1.69127516778523
"1413","F",0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745,10,"F","mature",1.16822429906542
"1414","M",0.675,0.545,0.185,1.7375,0.876,0.3135,0.469,13,"M","mature",1.86780383795309
"1415","M",0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,9,"M","mature",1.76681127982646
"1416","F",0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975,11,"F","mature",1.50050251256281
"1417","F",0.7,0.545,0.13,1.556,0.6725,0.374,0.195,12,"F","mature",3.44871794871795
"1418","M",0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,10,"M","mature",2.1630859375
"1419","M",0.705,0.555,0.215,2.141,1.0465,0.383,0.528,11,"M","mature",1.98200757575758
"1420","F",0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,12,"F","mature",2.23255813953488
"1421","F",0.71,0.55,0.17,1.614,0.743,0.345,0.45,11,"F","mature",1.65111111111111
"1422","F",0.72,0.575,0.17,1.9335,0.913,0.389,0.51,13,"F","mature",1.79019607843137
"1423","M",0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,12,"M","mature",1.7735321528425
"1424","F",0.725,0.6,0.2,1.737,0.697,0.3585,0.595,11,"F","mature",1.17142857142857
"1425","F",0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,11,"F","mature",1.30480769230769
"1426","F",0.735,0.565,0.205,2.1275,0.949,0.46,0.565,12,"F","mature",1.67964601769912
"1427","F",0.745,0.57,0.215,2.25,1.1565,0.446,0.558,9,"F","mature",2.07258064516129
"1428","F",0.75,0.61,0.235,2.5085,1.232,0.519,0.612,14,"F","mature",2.01307189542484
"1429","F",0.815,0.65,0.25,2.255,0.8905,0.42,0.7975,14,"F","mature",1.1166144200627
"1430","I",0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,3,"I","infant",1.375
"1431","I",0.23,0.165,0.06,0.0515,0.019,0.0145,0.036,4,"I","infant",0.527777777777778
"1432","I",0.365,0.265,0.135,0.2215,0.105,0.047,0.0605,7,"I","infant",1.73553719008264
"1433","I",0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053,5,"I","infant",1.4811320754717
"1434","I",0.37,0.27,0.095,0.232,0.1325,0.041,0.0615,6,"I","infant",2.15447154471545
"1435","I",0.375,0.28,0.085,0.3155,0.187,0.046,0.067,7,"I","infant",2.7910447761194
"1436","I",0.385,0.3,0.09,0.247,0.1225,0.044,0.0675,5,"I","infant",1.81481481481481
"1437","I",0.395,0.295,0.09,0.3025,0.143,0.0665,0.0765,5,"I","infant",1.86928104575163
"1438","I",0.4,0.29,0.11,0.329,0.188,0.0455,0.0825,6,"I","infant",2.27878787878788
"1439","I",0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,7,"I","infant",1.48125
"1440","I",0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,8,"I","infant",2.08771929824561
"1441","I",0.405,0.29,0.09,0.2825,0.112,0.075,0.0815,7,"I","infant",1.37423312883436
"1442","I",0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,6,"I","infant",1.80745341614907
"1443","I",0.41,0.32,0.095,0.2905,0.141,0.063,0.073,5,"I","infant",1.93150684931507
"1444","M",0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,9,"M","mature",1.95631067961165
"1445","I",0.425,0.34,0.105,0.389,0.2015,0.0905,0.088,6,"I","infant",2.28977272727273
"1446","I",0.43,0.34,0.105,0.4405,0.2385,0.0745,0.1075,6,"I","infant",2.21860465116279
"1447","I",0.44,0.34,0.105,0.369,0.164,0.08,0.1015,5,"I","infant",1.61576354679803
"1448","M",0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,8,"M","mature",2.37560975609756
"1449","I",0.44,0.365,0.11,0.4465,0.213,0.089,0.1135,9,"I","infant",1.87665198237885
"1450","M",0.45,0.335,0.125,0.4475,0.2165,0.126,0.11,6,"M","mature",1.96818181818182
"1451","I",0.455,0.335,0.135,0.501,0.274,0.0995,0.1065,7,"I","infant",2.57276995305164
"1452","I",0.46,0.355,0.11,0.436,0.1975,0.096,0.125,8,"I","infant",1.58
"1453","I",0.47,0.345,0.14,0.4615,0.229,0.1105,0.116,9,"I","infant",1.97413793103448
"1454","I",0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175,6,"I","infant",1.61702127659574
"1455","I",0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365,6,"I","infant",0.923076923076923
"1456","M",0.475,0.37,0.125,0.649,0.347,0.136,0.142,8,"M","mature",2.44366197183099
"1457","I",0.475,0.365,0.115,0.459,0.2175,0.093,0.1165,7,"I","infant",1.86695278969957
"1458","F",0.475,0.365,0.115,0.566,0.281,0.117,0.1335,7,"F","mature",2.10486891385768
"1459","I",0.48,0.36,0.125,0.542,0.2795,0.1025,0.147,7,"I","infant",1.90136054421769
"1460","I",0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,6,"I","infant",1.41156462585034
"1461","M",0.485,0.39,0.085,0.6435,0.2945,0.103,0.198,8,"M","mature",1.48737373737374
"1462","M",0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,6,"M","mature",1.59807073954984
"1463","F",0.495,0.38,0.12,0.573,0.2655,0.1285,0.144,7,"F","mature",1.84375
"1464","M",0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,9,"M","mature",1.53697749196141
"1465","F",0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,9,"F","mature",2.24223602484472
"1466","I",0.515,0.395,0.125,0.556,0.2695,0.096,0.17,8,"I","infant",1.58529411764706
"1467","M",0.515,0.425,0.145,0.9365,0.497,0.181,0.2185,8,"M","mature",2.2745995423341
"1468","I",0.515,0.4,0.125,0.5625,0.25,0.1245,0.17,7,"I","infant",1.47058823529412
"1469","M",0.52,0.4,0.125,0.559,0.254,0.139,0.149,8,"M","mature",1.70469798657718
"1470","M",0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735,8,"M","mature",2.12391930835735
"1471","I",0.53,0.43,0.13,0.7045,0.346,0.1415,0.189,9,"I","infant",1.83068783068783
"1472","M",0.53,0.4,0.125,0.7575,0.398,0.151,0.175,8,"M","mature",2.27428571428571
"1473","F",0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,9,"F","mature",1.75615763546798
"1474","F",0.55,0.43,0.14,0.84,0.375,0.218,0.1945,8,"F","mature",1.9280205655527
"1475","M",0.55,0.425,0.16,0.793,0.343,0.2035,0.215,9,"M","mature",1.5953488372093
"1476","F",0.56,0.43,0.15,0.8745,0.453,0.161,0.22,8,"F","mature",2.05909090909091
"1477","F",0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,9,"F","mature",2.59128065395095
"1478","M",0.57,0.445,0.15,0.9875,0.504,0.207,0.249,8,"M","mature",2.02409638554217
"1479","M",0.575,0.465,0.15,1.08,0.595,0.2065,0.238,9,"M","mature",2.5
"1480","M",0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385,8,"M","mature",1.67924528301887
"1481","F",0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,9,"F","mature",2.12765957446809
"1482","F",0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,9,"F","mature",2.2673031026253
"1483","M",0.585,0.455,0.15,0.906,0.4095,0.23,0.2335,8,"M","mature",1.75374732334047
"1484","M",0.59,0.44,0.15,0.8725,0.387,0.215,0.245,8,"M","mature",1.57959183673469
"1485","F",0.59,0.465,0.15,1.151,0.613,0.239,0.2515,9,"F","mature",2.43737574552684
"1486","F",0.59,0.46,0.145,0.9905,0.453,0.2205,0.275,8,"F","mature",1.64727272727273
"1487","F",0.595,0.455,0.16,1.04,0.452,0.2655,0.288,9,"F","mature",1.56944444444444
"1488","M",0.6,0.455,0.155,0.945,0.4365,0.2085,0.25,8,"M","mature",1.746
"1489","M",0.6,0.465,0.2,1.259,0.6405,0.1985,0.357,9,"M","mature",1.79411764705882
"1490","F",0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765,11,"F","mature",1.64014466546112
"1491","F",0.605,0.485,0.16,1.201,0.417,0.2875,0.38,9,"F","mature",1.09736842105263
"1492","F",0.605,0.515,0.17,1.289,0.6,0.2945,0.3315,9,"F","mature",1.80995475113122
"1493","F",0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,11,"F","mature",1.68032786885246
"1494","I",0.615,0.475,0.13,0.8425,0.353,0.1915,0.251,8,"I","infant",1.40637450199203
"1495","M",0.62,0.485,0.155,1.049,0.462,0.231,0.25,10,"M","mature",1.848
"1496","F",0.62,0.435,0.155,1.012,0.477,0.236,0.275,8,"F","mature",1.73454545454545
"1497","M",0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9,"M","mature",1.54326923076923
